,business_id,categories,clean_categories,is_restaurants,is_food,is_fast_food,is_grocery,is_convenience_store,is_adult,is_bakeries,is_buffet,is_sushi_bar,is_alcohol,is_pizza,is_coffee_and_tea,is_ice_cream_deserts,is_sandwiches,is_burgers,is_vietnamese,is_japanese,is_thai,is_italian,is_korean,is_american,is_chinese,is_mexican,address_x,facility_id,location_name,name,restaurant_name,address,is_valid
468,v2xh5qtrlRJSU3OnixJH2g,"Restaurants, Italian, Food","['Restaurants', ' Italian', ' Food']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"4165 S Grand Canyon Dr, Ste 102",FA0072116,PASTA FRESH,Pasta Fresh,PASTA FRESH,4165 S GRAND CANYON 102,y
469,mrjhrTycW0iLumjMZCfrzw,"Mexican, Restaurants","['Mexican', ' Restaurants']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4178 Koval Ln,FA0075228,JULIOS TACOS & GRILL,Julio's Tacos & Grill,JULIO'S TACOS & GRILL SPECIAL KITCHEN,4178 KOVAL Ln,y
470,mrjhrTycW0iLumjMZCfrzw,"Mexican, Restaurants","['Mexican', ' Restaurants']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4178 Koval Ln,FA0075228,JULIOS TACOS & GRILL,Julio's Tacos & Grill,JULIOS TACOS & GRILL RESTAURANT,4178 KOVAL Ln,y
471,gJhKRTcfOA-Gn1_R-j-F0w,"Food, Beer, Wine & Spirits, Shopping, Discount Store","['Food', ' Beer', ' Wine & Spirits', ' Shopping', ' Discount Store']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4605 Blue Diamond Rd,FA0086884,LEE'S DISCOUNT LIQUOR,Lee's Discount Liquor,LEE'S DISCOUNT LIQUOR SAMPLING,4605 BLUE DIAMOND Rd,y
472,a9CF_8uoKCen-cKqDjOvLQ,"Dance Clubs, Nightlife, Bars","['Dance Clubs', ' Nightlife', ' Bars']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Santa Fe Station Hotel & Casino, 4955 N Rancho Dr",FA0006282,Santa Fe Station Hotel & Casino,Revolver Saloon,SANTA FE REVOLVER SOUTH BAR - DELETED,4949 N Rancho Dr,y
473,UkFMV7WGFfE_u8zyUkkuqg,"Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Food, Desserts","['Ice Cream & Frozen Yogurt', ' Juice Bars & Smoothies', ' Food', ' Desserts']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"3021 Charleston Blvd, Ste B",FA0008867,La Flor De Michoacan,La Flor de Michoacan,LA FLOR DE MICHOACAN - RESTAURANT,3021 E Charleston Blvd,y
474,UkFMV7WGFfE_u8zyUkkuqg,"Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Food, Desserts","['Ice Cream & Frozen Yogurt', ' Juice Bars & Smoothies', ' Food', ' Desserts']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"3021 Charleston Blvd, Ste B",FA0008867,La Flor De Michoacan,La Flor de Michoacan,LA FLOR DE MICHOACAN SEASONAL(9/8/15 - 5/8/15),3021 E Charleston Blvd,y
475,mTBUb4WogrzUJporlw2rxw,"Convenience Stores, Food","['Convenience Stores', ' Food']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6390 N Durango Dr,FA0007828,Short Line Express Market #10,Short Line Express Market,Short Line Express Market - SNACK BAR,6390 N Durango Dr,y
476,1tNVPumjvFErYjvSXbOQ6Q,"Restaurants, Fast Food, Burgers","['Restaurants', ' Fast Food', ' Burgers']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4400 W Sahara Ave,FA0002708,Wendy's #3319,Wendy's,Wendy's #3319,4400 W Sahara Ave,y
477,m1BDEL9C4GsG-0FmAp5P8A,"American (Traditional), Beer, Wine & Spirits, Restaurants, Nightlife, Food, Bars","['American (Traditional)', ' Beer', ' Wine & Spirits', ' Restaurants', ' Nightlife', ' Food', ' Bars']",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,75 S Stephanie St,FA0069010,"PLAYERS CLUB, THE",The Players Club LV,"PLAYERS CLUB, THE - BAR",75 S STEPHANIE,y
478,m1BDEL9C4GsG-0FmAp5P8A,"American (Traditional), Beer, Wine & Spirits, Restaurants, Nightlife, Food, Bars","['American (Traditional)', ' Beer', ' Wine & Spirits', ' Restaurants', ' Nightlife', ' Food', ' Bars']",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,75 S Stephanie St,FA0069011,HI SCORES,The Players Club LV,HI SCORES/PLAYERS CLUB RESTAURANT,65 S STEPHANIE St,y
479,2nraROl3d0-Wr9EPGkW-1A,"Fast Food, Restaurants, Food, Sandwiches","['Fast Food', ' Restaurants', ' Food', ' Sandwiches']",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Suncoast Hotel And Casino,FA0004971,Suncoast Hotel & Casino,Subway,SUNCOAST SUBWAY,9090 Alta Dr,y
480,UeEzvTGkSyaHRvWTlZ1ISA,"Restaurants, Thai","['Restaurants', ' Thai']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"7425 S Durango Dr, Ste 101",FA0085832,AMAZING THAI 2,Amazing Thai 2,AMAZING THAI 2,7425 S DURANGO 101,y
481,KPPjKg1kV2nzLidTXljQZA,"Bars, Restaurants, Adult Entertainment, Nightlife","['Bars', ' Restaurants', ' Adult Entertainment', ' Nightlife']",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4120 Spring Mountain Rd,FA0002737,Play IT Again Sam,Play It Again Sam,Play IT Again Sam Bar,4120 Spring Mountain Rd,y
482,JsGswUxAFK4uRht2UL62UA,"Chinese, Restaurants, Fast Food","['Chinese', ' Restaurants', ' Fast Food']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3825 S Maryland Pky,FA0004242,PANDA EXPRESS,Panda Express,PANDA EXPRESS #655,3825 S Maryland Pkwy,y
483,pH0BLkL4cbxKzu471VZnuA,"Bars, Dim Sum, Japanese, Asian Fusion, Restaurants, Chinese, Breakfast & Brunch, Nightlife","['Bars', ' Dim Sum', ' Japanese', ' Asian Fusion', ' Restaurants', ' Chinese', ' Breakfast & Brunch', ' Nightlife']",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3327 Las Vegas Blvd S,FA0063367,SUSHISAMBA @ PALAZZO,SUSHISAMBA - Las Vegas,SUSHISAMBA LOUNGE BAR,3327 S Las Vegas Blvd 2892,y
484,pH0BLkL4cbxKzu471VZnuA,"Bars, Dim Sum, Japanese, Asian Fusion, Restaurants, Chinese, Breakfast & Brunch, Nightlife","['Bars', ' Dim Sum', ' Japanese', ' Asian Fusion', ' Restaurants', ' Chinese', ' Breakfast & Brunch', ' Nightlife']",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3327 Las Vegas Blvd S,FA0063367,SUSHISAMBA @ PALAZZO,SUSHISAMBA - Las Vegas,SUSHISAMBA RESTAURANT,3327 S Las Vegas Blvd 2892,y
485,pH0BLkL4cbxKzu471VZnuA,"Bars, Dim Sum, Japanese, Asian Fusion, Restaurants, Chinese, Breakfast & Brunch, Nightlife","['Bars', ' Dim Sum', ' Japanese', ' Asian Fusion', ' Restaurants', ' Chinese', ' Breakfast & Brunch', ' Nightlife']",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3327 Las Vegas Blvd S,FA0063367,SUSHISAMBA @ PALAZZO,SUSHISAMBA - Las Vegas,SUSHISAMBA KITCHEN 2,3327 S Las Vegas Blvd 2892,y
486,pH0BLkL4cbxKzu471VZnuA,"Bars, Dim Sum, Japanese, Asian Fusion, Restaurants, Chinese, Breakfast & Brunch, Nightlife","['Bars', ' Dim Sum', ' Japanese', ' Asian Fusion', ' Restaurants', ' Chinese', ' Breakfast & Brunch', ' Nightlife']",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3327 Las Vegas Blvd S,FA0063367,SUSHISAMBA @ PALAZZO,SUSHISAMBA - Las Vegas,SUSHISAMBA SUSHI BAR,3327 S Las Vegas Blvd 2892,y
487,pH0BLkL4cbxKzu471VZnuA,"Bars, Dim Sum, Japanese, Asian Fusion, Restaurants, Chinese, Breakfast & Brunch, Nightlife","['Bars', ' Dim Sum', ' Japanese', ' Asian Fusion', ' Restaurants', ' Chinese', ' Breakfast & Brunch', ' Nightlife']",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3327 Las Vegas Blvd S,FA0063367,SUSHISAMBA @ PALAZZO,SUSHISAMBA - Las Vegas,SUSHISAMBA SERVICE BAR,3327 S Las Vegas Blvd 2892,y
488,pH0BLkL4cbxKzu471VZnuA,"Bars, Dim Sum, Japanese, Asian Fusion, Restaurants, Chinese, Breakfast & Brunch, Nightlife","['Bars', ' Dim Sum', ' Japanese', ' Asian Fusion', ' Restaurants', ' Chinese', ' Breakfast & Brunch', ' Nightlife']",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3327 Las Vegas Blvd S,FA0063367,SUSHISAMBA @ PALAZZO,SUSHISAMBA - Las Vegas,SUSHISAMBA WAREWASH,3327 S Las Vegas Blvd 2892,y
489,pH0BLkL4cbxKzu471VZnuA,"Bars, Dim Sum, Japanese, Asian Fusion, Restaurants, Chinese, Breakfast & Brunch, Nightlife","['Bars', ' Dim Sum', ' Japanese', ' Asian Fusion', ' Restaurants', ' Chinese', ' Breakfast & Brunch', ' Nightlife']",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3327 Las Vegas Blvd S,FA0063367,SUSHISAMBA @ PALAZZO,SUSHISAMBA - Las Vegas,SUSHISAMBA SUGAR CANE BAR,3327 S Las Vegas Blvd 2892,y
490,pH0BLkL4cbxKzu471VZnuA,"Bars, Dim Sum, Japanese, Asian Fusion, Restaurants, Chinese, Breakfast & Brunch, Nightlife","['Bars', ' Dim Sum', ' Japanese', ' Asian Fusion', ' Restaurants', ' Chinese', ' Breakfast & Brunch', ' Nightlife']",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3327 Las Vegas Blvd S,FA0063367,SUSHISAMBA @ PALAZZO,SUSHISAMBA - Las Vegas,SUSHISAMBA PASTRY / PREP,3327 S Las Vegas Blvd 2892,y
491,pvzJ4ViI8bCgBnAAosLpFA,"Ethnic Food, Food, Filipino, Fast Food, Restaurants, Specialty Food","['Ethnic Food', ' Food', ' Filipino', ' Fast Food', ' Restaurants', ' Specialty Food']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680 S Maryland Pkwy,FA0006869,D J Bibingkahan Restaurant,DJ Bibingkahan,D J Bibingkahan Restaurant,2680 S Maryland Pkwy B,y
492,60k9jrzsQ-uO8dlQuUIjQg,"Burgers, Restaurants, Fast Food","['Burgers', ' Restaurants', ' Fast Food']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3555 Las Vegas Blvd S,FA0002927,O'shea's Casino - Burger King,Burger King,Burger King #7034   DELETED,3555 Las Vegas Blvd,y
493,IeJWawvw4oAb9EjAP-W5hA,"Coffee & Tea, Food","['Coffee & Tea', ' Food']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8520 Maryland Pkwy,FA0010613,Saxby's Coffee,Saxby's Coffee,Saxby's Coffee,8520 S Maryland Pkwy,y
494,sPQ3i5lI2Tg8pbmqbDaZZw,"Sandwiches, Restaurants, Fast Food","['Sandwiches', ' Restaurants', ' Fast Food']",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2568 Wigwam Pkwy,FA0009279,Subway #14086,Subway,Subway #14086,2568 Wigwam Pkwy,y
495,O9J0XoJR16wWbSZpXs9Uwg,"Restaurants, Modern European, Russian","['Restaurants', ' Modern European', ' Russian']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4825 W Flamingo Rd, Ste 9 -10",FA0010389,Tverskaya Russian Restaurant,Tverskaya Russian Restaurant,Tverskaya Russian Restaurant,4825 W Flamingo Rd 10,y
496,ayT30_GPYHqnrDhBe3IySQ,"Restaurants, Salad, Cafes, Sandwiches","['Restaurants', ' Salad', ' Cafes', ' Sandwiches']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10721 W Charleston Blvd,FA0063620,Life Time Athletic,Life Cafe,Life Time Life Cafe,10721 W Charleston Blvd,y
497,FcYAwxuOys7NtnUPhRkA_Q,"Restaurants, Chinese","['Restaurants', ' Chinese']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,215 S Water St,FA0004491,Lotus Restaurant and Bar,Lotus Chinese Restaurant & Lounge,Lotus Restaurant - DELETED,215 S Water St,y
498,cdc6GmhdDY7KQnuPa8rldw,"Imported Food, Specialty Food, International Grocery, Food, Ethnic Food, Local Flavor","['Imported Food', ' Specialty Food', ' International Grocery', ' Food', ' Ethnic Food', ' Local Flavor']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629 N Las Vegas Blvd,FA0031871,Laos Market,Laos Market,Laos Market - Take Out Deli,629 N Las Vegas Blvd,y
499,LH-_iinkV1XOxSuJMBqhmw,"Bars, Food, American (Traditional), Sports Bars, Restaurants, Nightlife","['Bars', ' Food', ' American (Traditional)', ' Sports Bars', ' Restaurants', ' Nightlife']",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,771 E Horizon Dr,FA0009912,Hammer's Grill & Bar,Hammer's Grill & Bar,Hammer's Grill,771 E Horizon Dr 104,y
500,LH-_iinkV1XOxSuJMBqhmw,"Bars, Food, American (Traditional), Sports Bars, Restaurants, Nightlife","['Bars', ' Food', ' American (Traditional)', ' Sports Bars', ' Restaurants', ' Nightlife']",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,771 E Horizon Dr,FA0009912,Hammer's Grill & Bar,Hammer's Grill & Bar,Hammer's Bar,771 E Horizon Dr 104,y
501,LH-_iinkV1XOxSuJMBqhmw,"Bars, Food, American (Traditional), Sports Bars, Restaurants, Nightlife","['Bars', ' Food', ' American (Traditional)', ' Sports Bars', ' Restaurants', ' Nightlife']",1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,771 E Horizon Dr,FA0009912,Hammer's Grill & Bar,Hammer's Grill & Bar,HAMMER'S GRILL & BAR HOCKEY BAR 2,771 E Horizon Dr 104,y
502,75RP4HSsSJOe_e7e2e3jQQ,"Restaurants, Breakfast & Brunch","['Restaurants', ' Breakfast & Brunch']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75 S Valle Verde Dr,FA0085144,RISE & SHINE A STEAK & EGG PLACE,Rise & Shine - A Steak & Egg Place,RISE & SHINE & STEAK & EGG PLACE,75 S VALLE VERDE Dr 160,y
503,4d9BIUYJwAsMfMrH_0vdDQ,"Nightlife, American (Traditional), Bars, Restaurants","['Nightlife', ' American (Traditional)', ' Bars', ' Restaurants']",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4000 West Flamingo Rd,FA0063488,TGI FRIDAY'S @ GOLD COAST,TGI Fridays,TGI Friday's #2182 Bar,4000 W Flamingo Rd,y
504,4d9BIUYJwAsMfMrH_0vdDQ,"Nightlife, American (Traditional), Bars, Restaurants","['Nightlife', ' American (Traditional)', ' Bars', ' Restaurants']",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4000 West Flamingo Rd,FA0063488,TGI FRIDAY'S @ GOLD COAST,TGI Fridays,TGI Friday's #2182 Restaurant,4000 W Flamingo Rd,y
505,4d9BIUYJwAsMfMrH_0vdDQ,"Nightlife, American (Traditional), Bars, Restaurants","['Nightlife', ' American (Traditional)', ' Bars', ' Restaurants']",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4000 West Flamingo Rd,FA0063488,TGI FRIDAY'S @ GOLD COAST,TGI Fridays,TGI Friday's #2182 Prep Kitchen,4000 W Flamingo Rd,y
506,CLthP1yn32xlBswIbsLIjQ,"Mexican, Restaurants","['Mexican', ' Restaurants']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4755 W Flamingo Rd,FA0010677,El Taco Feliz,El Taco Feliz,El Taco Feliz,4755 W Flamingo Rd E,y
507,oI11Y5AZscmmn12Yv3PinQ,"Restaurants, Fast Food, Sandwiches, Salad","['Restaurants', ' Fast Food', ' Sandwiches', ' Salad']",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9265 S Cimarron Rd,FA0063270,Subway #44342,Subway,Subway #44342,9265 S Cimarron Rd,y
508,tAdgAmRZnAOvCipAr2trqQ,"Fast Food, Restaurants, Burgers","['Fast Food', ' Restaurants', ' Burgers']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4111 Boulder Hwy,FA0004658,Burger King #8607 - Boulder Station,Burger King,Burger King #8607 - Boulder Stations,4111 Boulder Hwy,y
509,bbn4bajPXT9i-LgO7CGblw,"Nightlife, Bars","['Nightlife', ' Bars']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3850 Las Vegas Blvd S,FA0003948,EXCALIBUR HOTEL & CASINO,Sherwood Forest Bar,EXCALIBUR SHERWOOD FOREST BAR,3850 S Las Vegas Blvd,y
510,MYB1ZMspBk1Xc_awp_PtSw,"Sandwiches, Restaurants, Chicken Wings, Pizza","['Sandwiches', ' Restaurants', ' Chicken Wings', ' Pizza']",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6935 Blue Diamond Rd,FA0082674,NAKED CITY PIZZA EXPRESS,Naked City Pizza Express,NAKED CITY PIZZA EXPRESS,6935 BLUE DIAMOND,y
511,OwL4BM7GchsxBXxWrkmmqw,"Restaurants, Pizza","['Restaurants', ' Pizza']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"4900 West Craig Road, Suite 4",FA0076857,PAPA MURPHY'S TAKE N BAKE PIZZA,Papa Murphy's,Papa Murphy's,4900 W Craig Rd 4,y
512,pTJ8f4AfUW6uwKGdawLcfg,"Barbeque, Japanese, Vietnamese, Restaurants, Korean","['Barbeque', ' Japanese', ' Vietnamese', ' Restaurants', ' Korean']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2721 W Sahara Ave,FA0004897,Shilla Restaurant,Shilla Korean BBQ,SHILLA BAR,2721 W Sahara Ave,y
513,P7Dqa0IbcFgRZ1aK7CPAOw,"Fast Food, Coffee & Tea, Burgers, Food, Restaurants","['Fast Food', ' Coffee & Tea', ' Burgers', ' Food', ' Restaurants']",1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3815 S Maryland Pkwy,FA0031581,MCDONALDS #975,McDonald's,MCDONALDS #975,3815 S Maryland Pkwy,y
514,taaYWCkUulZL56qZmS1VzQ,"Fast Food, Restaurants","['Fast Food', ' Restaurants']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2365 E Windmill Ln,FA0004758,JACK IN THE BOX #7219,Jack In The Box,Jack in the Box #7219,2365 E Windmill Ln,y
515,O7UMzd3i-Zk8dMeyY9ZwoA,"Gelato, Ice Cream & Frozen Yogurt, Restaurants, American (New), Desserts, Food","['Gelato', ' Ice Cream & Frozen Yogurt', ' Restaurants', ' American (New)', ' Desserts', ' Food']",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"1616 S Las Vegas Blvd, Ste 130",FA0071562,ART OF FLAVORS,Art of Flavors,ART OF FLAVORS,1616 S LAS VEGAS Blvd 130,y
516,O7UMzd3i-Zk8dMeyY9ZwoA,"Gelato, Ice Cream & Frozen Yogurt, Restaurants, American (New), Desserts, Food","['Gelato', ' Ice Cream & Frozen Yogurt', ' Restaurants', ' American (New)', ' Desserts', ' Food']",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"1616 S Las Vegas Blvd, Ste 130",FA0084077,ART OF FLAVOR,Art of Flavors,ART OF FLAVOR,1616 S LAS VEGAS 130,y
517,uWmAJAapGZS83VLJeARDAA,"Food, Coffee & Tea, Donuts, Bakeries","['Food', ' Coffee & Tea', ' Donuts', ' Bakeries']",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3170 E Sunset Rd,FA0086818,CARL'S DONUTS RETAIL,Carl's Donuts - Retail Shop,CARL'S DONUTS RETAIL,3170 E SUNSET F,y
518,fvDF6pqWKRaQIZPNYaX2TA,"American (Traditional), Hot Dogs, Restaurants, Burgers","['American (Traditional)', ' Hot Dogs', ' Restaurants', ' Burgers']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4435 N Las Vegas Blvd,FA0073921,GREAT LINKS BREW HOUSE AND GRILL,Brew House Great Links Grill,GREAT LINKS BREW HOUSE,4435 N LAS VEGAS Blvd,y
519,fvDF6pqWKRaQIZPNYaX2TA,"American (Traditional), Hot Dogs, Restaurants, Burgers","['American (Traditional)', ' Hot Dogs', ' Restaurants', ' Burgers']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4435 N Las Vegas Blvd,FA0073921,GREAT LINKS BREW HOUSE AND GRILL,Brew House Great Links Grill,GREAT LINKS BREW HOUSE BAR,4435 N LAS VEGAS Blvd,y
520,fvDF6pqWKRaQIZPNYaX2TA,"American (Traditional), Hot Dogs, Restaurants, Burgers","['American (Traditional)', ' Hot Dogs', ' Restaurants', ' Burgers']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4435 N Las Vegas Blvd,FA0073921,GREAT LINKS BREW HOUSE AND GRILL,Brew House Great Links Grill,GREAT LINKS BREW HOUSE PREP KITCHEN,4435 N LAS VEGAS Blvd,y
521,4tXc7FrMmgi4iI8TJ2NR0g,"Restaurants, Chicken Wings","['Restaurants', ' Chicken Wings']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5725 Losee Rd,FA0078011,WINGSTOP,Wingstop,WINGSTOP,5725 LOSEE 120,y
522,kRRtnGLDTTfKyeuwjh8Blg,"Sandwiches, Restaurants, Fast Food","['Sandwiches', ' Restaurants', ' Fast Food']",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6525 S Fort Apache Rd,FA0063269,SUBWAY #40893,Subway,Subway #40893,6525 S Fort Apache Rd,y
523,orjSfu6Gcv2SQlXVsXdVBg,"Mexican, Restaurants, Tacos, Desserts, Salad, Food","['Mexican', ' Restaurants', ' Tacos', ' Desserts', ' Salad', ' Food']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"7271 Amigo St, Ste 180",FA0086153,HABANEROS TACO GRILL #3,Habaneros Taco Grill #3,HABANEROS TACO GRILL #3,7271 AMIGO 180,y
524,V58EMoVyTThEaTdOu-xdDA,"Latin American, Argentine, Restaurants","['Latin American', ' Argentine', ' Restaurants']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5190 S Valley View Blvd, Ste 100",FA0010960,MADE IN ARGENTINA,Made in Argentina,MADE IN ARGENTINA,5190 S Valley View Blvd 100,y
525,7pkiQvVfcsa-wtBEeNHHUg,"Restaurants, Mexican","['Restaurants', ' Mexican']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,725 S Green Valley Pkwy,FA0079642,HOT HEAD BURRITOS SITE 1 - DELETED,Hot Head Burritos,HOT HEAD BURRITOS SITE 1,725 S GREEN VALLEY Pkwy 150,y
526,OIB-a1vUcTRfwwoOHxR7TQ,"Shopping, Food, Tobacco Shops, Beer, Wine & Spirits","['Shopping', ' Food', ' Tobacco Shops', ' Beer', ' Wine & Spirits']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4601 W Sahara Ave,FA0073519,SAHARA LIQUOR,Sahara Liquor,SAHARA LIQUOR SNACK BAR,4601 W SAHARA W,y
527,ujfIrNpNM9D020nPL4znRQ,"Mexican, Restaurants","['Mexican', ' Restaurants']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2450 N Rancho Dr,FA0009195,Del Taco #1054,Del Taco,Del Taco #1054,2450 N Rancho,y
528,masGHio29MlENLa8vqUqOA,"Food, Convenience Stores","['Food', ' Convenience Stores']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7095 S Durango Dr,FA0004468,Short Line Express Market #7,Short Line Express Markets,Short Line Express Market #7 - Deli,7095 S Durango Dr,y
529,LPMZ9N1sAjs2nDx7DmiZ2w,"Restaurants, Pizza, Food, Food Delivery Services","['Restaurants', ' Pizza', ' Food', ' Food Delivery Services']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"1370 E Flamingo Rd, Ste F",FA0076552,PALERMO'S PIZZA,Palermo's Pizza,PALERMO'S PIZZA,1370 E FLAMINGO Rd E,y
530,UXauVhawknwlatK5SN87yA,"Food, Donuts, Restaurants","['Food', ' Donuts', ' Restaurants']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4580 E Tropicana Ave,FA0005058,Winchell Donut House,Winchell's Donut House,Winchell's Donut House #480,4580 E Tropicana Ave,y
531,WY630Bgo202sOpiT57EN5g,"Restaurants, Pizza","['Restaurants', ' Pizza']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7000 W Charleston Blvd,FA0010012,Pizza Hut,Pizza Hut,Pizza Hut #026588,7000 W Charleston Blvd,y
532,JKbovvbmbQKgb_v7KBpzPA,"Ice Cream & Frozen Yogurt, Tea Rooms, Coffee & Tea, Desserts, Food","['Ice Cream & Frozen Yogurt', ' Tea Rooms', ' Coffee & Tea', ' Desserts', ' Food']",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5020 W Spring Mountain Rd,FA0087171,CHAMON,Chamon Matcha Salon,CHAMON,5020 SPRING MOUNTAIN 6,y
533,ypfFfR3-PbtoslIhohNstw,"Local Services, Korean, Restaurants","['Local Services', ' Korean', ' Restaurants']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"6820 Spring Mountain Rd, Ste 110",FA0084641,"LEE'S KOREAN BBQ, WOONAMJUNG",Lee's Korean BBQ,"LEE'S KOREAN BBQ, WOONAMJUNG",6820 SPRING MOUNTAIN Rd,y
